employee_id,training_date,program,training_type,outcome,duration_days,cost,start_date,exit_date,termination_type,employee_status,department,is_effective,effective_spend,wasted_spend,has_left,spend_to_leaver,date_validity,is_valid_record,tenure_at_training_years,cost_per_day,training_month
1373,2022-09-08,Leadership Development,External,Failed,4,847.2,2022-01-12,2022-11-11,Resignation,Active,Admin Offices,False,0.0,847.2,True,847.2,valid,True,0.65,211.8,2022-09
1374,2022-10-08,Customer Service,Internal,Completed,1,983.35,2019-07-07,,Unk,Active,IT/IS,True,983.35,0.0,False,0.0,valid,True,3.26,983.35,2022-10
1375,2023-06-25,Technical Skills,External,Passed,3,880.9,2021-07-14,,Unk,Active,Admin Offices,True,880.9,0.0,False,0.0,valid,True,1.95,293.63,2023-06
1376,2023-08-02,Customer Service,External,Completed,3,795.72,2019-12-03,2022-02-10,Retirement,Active,Sales,True,795.72,0.0,True,795.72,after_exit,False,3.66,265.24,2023-08
1377,2023-06-20,Communication Skills,Internal,Completed,2,909.56,2021-03-03,2021-07-10,Resignation,Active,Admin Offices,True,909.56,0.0,True,909.56,after_exit,False,2.3,454.78,2023-06
1378,2023-01-28,Communication Skills,External,Failed,5,145.7,2022-06-13,,Unk,Active,Admin Offices,False,0.0,145.7,False,0.0,valid,True,0.63,29.14,2023-01
1379,2023-03-06,Communication Skills,Internal,Passed,1,397.48,2023-01-23,,Unk,Active,Admin Offices,True,397.48,0.0,False,0.0,valid,True,0.11,397.48,2023-03
1380,2023-05-26,Communication Skills,External,Failed,3,326.7,2020-09-06,,Unk,Active,Admin Offices,False,0.0,326.7,False,0.0,valid,True,2.72,108.9,2023-05
1381,2022-09-20,Leadership Development,Internal,Failed,4,718.16,2022-10-17,,Unk,Active,IT/IS,False,0.0,718.16,False,0.0,before_hire,False,-0.07,179.54,2022-09
1382,2023-02-21,Communication Skills,Internal,Passed,5,162.46,2019-06-07,,Unk,Active,Admin Offices,True,162.46,0.0,False,0.0,valid,True,3.71,32.49,2023-02
1383,2023-01-15,Customer Service,Internal,Completed,3,924.64,2022-01-28,2022-09-16,Resignation,Active,Admin Offices,True,924.64,0.0,True,924.64,after_exit,False,0.96,308.21,2023-01
1384,2022-10-04,Leadership Development,Internal,Passed,4,628.48,2020-07-01,2021-03-05,Resignation,Active,Admin Offices,True,628.48,0.0,True,628.48,after_exit,False,2.26,157.12,2022-10
1385,2023-06-27,Communication Skills,Internal,Passed,1,678.07,2020-05-30,,Unk,Active,Admin Offices,True,678.07,0.0,False,0.0,valid,True,3.07,678.07,2023-06
1386,2023-06-29,Technical Skills,External,Passed,1,106.91,2019-10-05,2023-02-04,Involuntary,Active,Admin Offices,True,106.91,0.0,True,106.91,after_exit,False,3.73,106.91,2023-06
1387,2022-12-20,Communication Skills,External,Incomplete,1,195.95,2021-11-06,2023-04-20,Voluntary,Active,Admin Offices,False,0.0,195.95,True,195.95,valid,True,1.12,195.95,2022-12
1388,2023-04-18,Communication Skills,External,Completed,1,918.34,2019-05-09,2020-05-07,Resignation,Active,Admin Offices,True,918.34,0.0,True,918.34,after_exit,False,3.94,918.34,2023-04
1389,2023-01-16,Communication Skills,External,Incomplete,3,425.34,2019-10-28,,Unk,Active,Production,False,0.0,425.34,False,0.0,valid,True,3.22,141.78,2023-01
1390,2023-03-03,Communication Skills,External,Completed,3,512.53,2019-01-11,,Unk,Active,Production,True,512.53,0.0,False,0.0,valid,True,4.14,170.84,2023-03
1391,2023-02-05,Leadership Development,External,Completed,3,146.48,2020-04-02,,Unk,Active,Production,True,146.48,0.0,False,0.0,valid,True,2.84,48.83,2023-02
1392,2023-04-20,Leadership Development,External,Completed,3,578.62,2019-06-07,2019-08-15,Involuntary,Active,Production,True,578.62,0.0,True,578.62,after_exit,False,3.87,192.87,2023-04
1393,2023-04-02,Technical Skills,External,Failed,3,255.61,2021-11-22,2022-11-23,Voluntary,Active,Production,False,0.0,255.61,True,255.61,after_exit,False,1.36,85.2,2023-04
1394,2023-02-13,Leadership Development,Internal,Passed,5,370.26,2019-01-19,,Unk,Active,Production,True,370.26,0.0,False,0.0,valid,True,4.07,74.05,2023-02
1395,2022-12-28,Communication Skills,Internal,Failed,2,302.97,2021-12-17,2021-12-26,Resignation,Voluntarily Terminated,Production,False,0.0,302.97,True,302.97,after_exit,False,1.03,151.49,2022-12
1396,2022-09-13,Communication Skills,Internal,Completed,3,632.28,2019-05-04,2021-02-15,Resignation,Active,Production,True,632.28,0.0,True,632.28,after_exit,False,3.36,210.76,2022-09
1397,2023-03-01,Customer Service,Internal,Incomplete,2,669.41,2018-12-25,2019-03-11,Voluntary,Active,Production,False,0.0,669.41,True,669.41,after_exit,False,4.18,334.7,2023-03
1398,2023-01-04,Communication Skills,External,Passed,3,191.99,2021-01-03,2023-03-08,Involuntary,Active,Production,True,191.99,0.0,True,191.99,valid,True,2.0,64.0,2023-01
1399,2023-05-02,Customer Service,Internal,Incomplete,2,695.11,2023-06-15,,Unk,Active,Production,False,0.0,695.11,False,0.0,before_hire,False,-0.12,347.56,2023-05
1400,2022-08-06,Communication Skills,Internal,Failed,2,634.92,2018-08-29,2023-02-09,Resignation,Active,Production,False,0.0,634.92,True,634.92,valid,True,3.94,317.46,2022-08
1401,2023-07-03,Communication Skills,Internal,Incomplete,5,873.98,2019-01-04,,Unk,Active,Production,False,0.0,873.98,False,0.0,valid,True,4.49,174.8,2023-07
1402,2022-10-14,Communication Skills,External,Passed,3,602.33,2021-09-10,,Unk,Active,Production,True,602.33,0.0,False,0.0,valid,True,1.09,200.78,2022-10
1403,2023-06-08,Technical Skills,Internal,Failed,3,807.02,2021-07-08,,Unk,Active,Production,False,0.0,807.02,False,0.0,valid,True,1.92,269.01,2023-06
1404,2022-10-02,Project Management,Internal,Completed,4,411.94,2018-11-01,2021-04-29,Involuntary,Voluntarily Terminated,Production,True,411.94,0.0,True,411.94,after_exit,False,3.92,102.98,2022-10
1405,2022-09-15,Customer Service,External,Completed,4,537.73,2018-12-08,2022-06-11,Involuntary,Active,Production,True,537.73,0.0,True,537.73,after_exit,False,3.77,134.43,2022-09
1406,2023-05-03,Technical Skills,Internal,Incomplete,5,930.1,2022-10-25,,Unk,Active,Production,False,0.0,930.1,False,0.0,valid,True,0.52,186.02,2023-05
1407,2022-11-23,Communication Skills,External,Completed,3,249.66,2023-04-04,,Unk,Active,Production,True,249.66,0.0,False,0.0,before_hire,False,-0.36,83.22,2022-11
1408,2022-12-24,Communication Skills,Internal,Passed,5,691.82,2021-03-17,,Unk,Active,Production,True,691.82,0.0,False,0.0,valid,True,1.77,138.36,2022-12
1409,2022-08-23,Customer Service,Internal,Passed,4,938.59,2019-03-11,2021-09-06,Retirement,Voluntarily Terminated,Production,True,938.59,0.0,True,938.59,after_exit,False,3.45,234.65,2022-08
1410,2022-11-25,Project Management,External,Completed,1,746.8,2022-02-25,2023-04-28,Resignation,Active,Production,True,746.8,0.0,True,746.8,valid,True,0.75,746.8,2022-11
1411,2022-12-14,Technical Skills,External,Incomplete,1,690.75,2019-07-02,,Unk,Active,Production,False,0.0,690.75,False,0.0,valid,True,3.45,690.75,2022-12
1412,2022-08-24,Project Management,External,Incomplete,4,544.19,2019-06-20,,Unk,Active,Production,False,0.0,544.19,False,0.0,valid,True,3.18,136.05,2022-08
1413,2023-02-17,Technical Skills,Internal,Completed,5,918.34,2019-09-27,2023-02-08,Retirement,Active,Production,True,918.34,0.0,True,918.34,after_exit,False,3.39,183.67,2023-02
1414,2023-01-21,Customer Service,Internal,Failed,3,997.2,2022-11-15,2023-07-26,Involuntary,Active,Production,False,0.0,997.2,True,997.2,valid,True,0.18,332.4,2023-01
1415,2022-12-28,Customer Service,Internal,Incomplete,3,633.96,2020-08-22,,Unk,Active,Production,False,0.0,633.96,False,0.0,valid,True,2.35,211.32,2022-12
1416,2022-10-27,Customer Service,External,Passed,2,638.69,2020-04-09,,Unk,Active,Production,True,638.69,0.0,False,0.0,valid,True,2.55,319.35,2022-10
1417,2023-01-05,Project Management,Internal,Passed,1,643.82,2021-03-30,,Unk,Active,Production,True,643.82,0.0,False,0.0,valid,True,1.77,643.82,2023-01
1418,2023-06-24,Project Management,External,Failed,1,840.76,2018-09-26,,Unk,Active,Production,False,0.0,840.76,False,0.0,valid,True,4.74,840.76,2023-06
1419,2023-04-13,Leadership Development,Internal,Passed,1,108.04,2023-05-22,,Unk,Active,Production,True,108.04,0.0,False,0.0,before_hire,False,-0.11,108.04,2023-04
1420,2023-02-16,Communication Skills,Internal,Completed,5,889.57,2021-06-04,,Unk,Active,Production,True,889.57,0.0,False,0.0,valid,True,1.7,177.91,2023-02
1421,2022-12-08,Customer Service,Internal,Completed,5,835.97,2019-10-22,2023-07-25,Involuntary,Active,Production,True,835.97,0.0,True,835.97,valid,True,3.13,167.19,2022-12
1422,2023-04-13,Technical Skills,Internal,Failed,3,585.66,2019-10-04,2020-10-18,Involuntary,Future Start,Production,False,0.0,585.66,True,585.66,after_exit,False,3.52,195.22,2023-04
1423,2023-03-15,Communication Skills,Internal,Passed,3,255.55,2022-06-25,,Unk,Active,Production,True,255.55,0.0,False,0.0,valid,True,0.72,85.18,2023-03
1424,2023-03-05,Technical Skills,External,Incomplete,4,695.24,2021-11-17,2022-08-03,Voluntary,Leave of Absence,Production,False,0.0,695.24,True,695.24,after_exit,False,1.3,173.81,2023-03
1425,2023-03-13,Technical Skills,Internal,Failed,1,850.15,2019-08-04,,Unk,Active,Production,False,0.0,850.15,False,0.0,valid,True,3.61,850.15,2023-03
1426,2022-12-02,Project Management,External,Completed,3,938.04,2022-03-08,2022-11-12,Retirement,Voluntarily Terminated,Production,True,938.04,0.0,True,938.04,after_exit,False,0.74,312.68,2022-12
1427,2023-04-25,Project Management,External,Passed,1,684.24,2019-02-22,,Unk,Active,Production,True,684.24,0.0,False,0.0,valid,True,4.17,684.24,2023-04
1428,2022-08-30,Technical Skills,Internal,Failed,5,956.11,2022-12-08,,Unk,Active,Production,False,0.0,956.11,False,0.0,before_hire,False,-0.27,191.22,2022-08
1429,2022-11-26,Communication Skills,External,Failed,4,441.43,2019-11-22,2022-03-12,Resignation,Voluntarily Terminated,Production,False,0.0,441.43,True,441.43,after_exit,False,3.01,110.36,2022-11
1430,2022-08-26,Leadership Development,External,Passed,4,193.99,2023-02-13,2023-03-03,Involuntary,Voluntarily Terminated,Production,True,193.99,0.0,True,193.99,before_hire,False,-0.47,48.5,2022-08
1431,2022-10-15,Technical Skills,External,Failed,3,790.72,2019-03-15,,Unk,Active,Production,False,0.0,790.72,False,0.0,valid,True,3.59,263.57,2022-10
1432,2022-08-06,Communication Skills,Internal,Completed,4,894.75,2019-07-18,,Unk,Active,Production,True,894.75,0.0,False,0.0,valid,True,3.05,223.69,2022-08
1433,2022-09-18,Customer Service,Internal,Passed,4,863.73,2021-04-09,2021-11-28,Voluntary,Active,Production,True,863.73,0.0,True,863.73,after_exit,False,1.44,215.93,2022-09
1434,2023-04-27,Project Management,External,Incomplete,2,746.99,2018-12-30,2023-03-30,Voluntary,Active,Production,False,0.0,746.99,True,746.99,after_exit,False,4.32,373.5,2023-04
1435,2022-09-21,Leadership Development,Internal,Passed,4,360.38,2021-07-30,,Unk,Active,Production,True,360.38,0.0,False,0.0,valid,True,1.14,90.1,2022-09
1436,2022-08-26,Technical Skills,Internal,Incomplete,1,298.3,2022-10-28,,Unk,Active,Production,False,0.0,298.3,False,0.0,before_hire,False,-0.17,298.3,2022-08
1437,2022-12-28,Leadership Development,External,Passed,3,537.12,2020-10-29,,Unk,Active,Production,True,537.12,0.0,False,0.0,valid,True,2.16,179.04,2022-12
1438,2023-05-12,Customer Service,External,Passed,2,996.18,2023-03-17,2023-03-22,Voluntary,Active,Production,True,996.18,0.0,True,996.18,after_exit,False,0.15,498.09,2023-05
1439,2023-06-20,Communication Skills,Internal,Completed,4,764.43,2022-07-20,2023-04-26,Voluntary,Active,Production,True,764.43,0.0,True,764.43,after_exit,False,0.92,191.11,2023-06
1440,2022-11-13,Communication Skills,External,Failed,5,490.33,2023-08-04,,Unk,Active,Production,False,0.0,490.33,False,0.0,before_hire,False,-0.72,98.07,2022-11
1441,2022-10-23,Customer Service,Internal,Incomplete,4,758.41,2021-11-26,2022-09-23,Voluntary,Active,Production,False,0.0,758.41,True,758.41,after_exit,False,0.91,189.6,2022-10
1442,2023-02-21,Technical Skills,External,Incomplete,3,367.56,2018-09-27,,Unk,Active,Production,False,0.0,367.56,False,0.0,valid,True,4.4,122.52,2023-02
1443,2023-05-03,Leadership Development,Internal,Failed,5,582.49,2019-08-04,,Unk,Active,Production,False,0.0,582.49,False,0.0,valid,True,3.75,116.5,2023-05
1444,2023-01-30,Leadership Development,External,Incomplete,2,561.14,2019-10-03,,Unk,Active,Production,False,0.0,561.14,False,0.0,valid,True,3.33,280.57,2023-01
1445,2023-07-20,Communication Skills,Internal,Passed,5,458.8,2021-09-05,2022-09-29,Voluntary,Future Start,Production,True,458.8,0.0,True,458.8,after_exit,False,1.87,91.76,2023-07
1446,2023-02-06,Communication Skills,Internal,Passed,3,207.17,2020-07-21,2023-02-28,Involuntary,Future Start,Production,True,207.17,0.0,True,207.17,valid,True,2.55,69.06,2023-02
1447,2023-05-26,Technical Skills,External,Completed,4,784.89,2022-12-12,2023-06-26,Resignation,Leave of Absence,Production,True,784.89,0.0,True,784.89,valid,True,0.45,196.22,2023-05
1448,2022-08-06,Leadership Development,Internal,Failed,5,151.43,2020-09-13,,Unk,Active,Production,False,0.0,151.43,False,0.0,valid,True,1.89,30.29,2022-08
1449,2022-10-09,Customer Service,Internal,Passed,5,675.71,2022-11-15,,Unk,Active,Production,True,675.71,0.0,False,0.0,before_hire,False,-0.1,135.14,2022-10
1450,2023-06-23,Project Management,Internal,Incomplete,5,436.63,2020-02-07,2022-04-20,Retirement,Voluntarily Terminated,Production,False,0.0,436.63,True,436.63,after_exit,False,3.37,87.33,2023-06
1451,2022-10-25,Communication Skills,External,Completed,2,387.11,2022-12-31,,Unk,Active,Production,True,387.11,0.0,False,0.0,before_hire,False,-0.18,193.56,2022-10
1452,2022-09-04,Technical Skills,Internal,Passed,4,320.38,2019-03-26,,Unk,Active,Production,True,320.38,0.0,False,0.0,valid,True,3.44,80.1,2022-09
1453,2023-04-05,Technical Skills,Internal,Passed,2,294.55,2023-03-22,,Unk,Active,Production,True,294.55,0.0,False,0.0,valid,True,0.04,147.28,2023-04
1454,2022-12-14,Customer Service,External,Completed,1,832.86,2022-12-23,2022-12-25,Voluntary,Voluntarily Terminated,Production,True,832.86,0.0,True,832.86,before_hire,False,-0.02,832.86,2022-12
1455,2023-05-15,Leadership Development,Internal,Passed,5,223.34,2019-12-27,,Unk,Active,Production,True,223.34,0.0,False,0.0,valid,True,3.38,44.67,2023-05
1456,2022-09-30,Customer Service,External,Incomplete,3,456.95,2019-06-25,2019-07-09,Resignation,Active,Production,False,0.0,456.95,True,456.95,after_exit,False,3.27,152.32,2022-09
1457,2023-05-11,Project Management,External,Passed,5,988.47,2018-11-23,,Unk,Active,Production,True,988.47,0.0,False,0.0,valid,True,4.46,197.69,2023-05
1458,2023-05-22,Technical Skills,External,Incomplete,1,429.49,2021-01-17,,Unk,Active,Production,False,0.0,429.49,False,0.0,valid,True,2.34,429.49,2023-05
1459,2022-10-18,Project Management,Internal,Failed,3,798.97,2021-09-08,,Unk,Active,Production,False,0.0,798.97,False,0.0,valid,True,1.11,266.32,2022-10
1460,2023-03-06,Customer Service,Internal,Incomplete,2,864.22,2021-02-24,2022-06-18,Retirement,Active,Production,False,0.0,864.22,True,864.22,after_exit,False,2.03,432.11,2023-03
1461,2023-06-01,Communication Skills,Internal,Passed,1,302.52,2019-04-12,2020-09-28,Retirement,Active,Production,True,302.52,0.0,True,302.52,after_exit,False,4.14,302.52,2023-06
1462,2023-02-02,Leadership Development,External,Completed,4,152.66,2023-07-13,,Unk,Active,Production,True,152.66,0.0,False,0.0,before_hire,False,-0.44,38.16,2023-02
1463,2023-04-14,Customer Service,Internal,Completed,2,399.05,2020-10-05,,Unk,Active,Production,True,399.05,0.0,False,0.0,valid,True,2.52,199.52,2023-04
1464,2023-06-25,Customer Service,Internal,Completed,2,791.74,2019-01-27,,Unk,Active,Production,True,791.74,0.0,False,0.0,valid,True,4.41,395.87,2023-06
1465,2022-12-06,Leadership Development,External,Incomplete,4,770.23,2020-12-17,2021-11-20,Retirement,Active,Production,False,0.0,770.23,True,770.23,after_exit,False,1.97,192.56,2022-12
1466,2022-12-16,Project Management,External,Completed,3,746.05,2021-03-04,,Unk,Active,Production,True,746.05,0.0,False,0.0,valid,True,1.79,248.68,2022-12
1467,2023-01-13,Technical Skills,External,Completed,2,177.66,2023-03-30,,Unk,Active,Production,True,177.66,0.0,False,0.0,before_hire,False,-0.21,88.83,2023-01
1468,2023-04-10,Leadership Development,Internal,Passed,5,429.38,2018-12-27,,Unk,Active,Production,True,429.38,0.0,False,0.0,valid,True,4.28,85.88,2023-04
1469,2022-08-25,Leadership Development,External,Incomplete,3,867.59,2021-09-20,,Unk,Active,Production,False,0.0,867.59,False,0.0,valid,True,0.93,289.2,2022-08
1470,2023-04-17,Communication Skills,External,Failed,5,502.65,2023-02-08,,Unk,Active,Production,False,0.0,502.65,False,0.0,valid,True,0.19,100.53,2023-04
1471,2023-03-06,Technical Skills,Internal,Completed,3,488.68,2019-10-16,2022-01-12,Retirement,Voluntarily Terminated,Production,True,488.68,0.0,True,488.68,after_exit,False,3.39,162.89,2023-03
1472,2023-04-11,Project Management,Internal,Passed,3,416.76,2021-08-31,,Unk,Active,Production,True,416.76,0.0,False,0.0,valid,True,1.61,138.92,2023-04
1473,2023-02-11,Leadership Development,External,Passed,4,336.08,2020-09-25,,Unk,Active,Production,True,336.08,0.0,False,0.0,valid,True,2.38,84.02,2023-02
1474,2023-02-19,Project Management,External,Failed,1,798.37,2023-02-01,2023-02-03,Voluntary,Voluntarily Terminated,Production,False,0.0,798.37,True,798.37,after_exit,False,0.05,798.37,2023-02
1475,2022-11-04,Technical Skills,Internal,Passed,3,499.48,2023-01-17,2023-05-21,Resignation,Active,Production,True,499.48,0.0,True,499.48,before_hire,False,-0.2,166.49,2022-11
1476,2023-03-08,Technical Skills,External,Completed,2,615.32,2019-12-07,2020-09-02,Voluntary,Voluntarily Terminated,Production,True,615.32,0.0,True,615.32,after_exit,False,3.25,307.66,2023-03
1477,2023-03-12,Technical Skills,External,Failed,5,410.36,2018-11-21,2022-01-11,Retirement,Active,Production,False,0.0,410.36,True,410.36,after_exit,False,4.3,82.07,2023-03
1478,2023-08-03,Leadership Development,External,Failed,5,453.86,2021-02-15,2023-07-18,Voluntary,Active,Production,False,0.0,453.86,True,453.86,after_exit,False,2.46,90.77,2023-08
1479,2023-01-23,Project Management,Internal,Failed,1,975.27,2021-01-06,,Unk,Active,Production,False,0.0,975.27,False,0.0,valid,True,2.05,975.27,2023-01
1480,2023-04-18,Leadership Development,External,Failed,2,946.81,2019-01-18,,Unk,Active,Production,False,0.0,946.81,False,0.0,valid,True,4.25,473.4,2023-04
1481,2023-05-16,Communication Skills,Internal,Completed,5,142.57,2023-03-15,,Unk,Active,Production,True,142.57,0.0,False,0.0,valid,True,0.17,28.51,2023-05
1482,2022-10-13,Customer Service,Internal,Completed,5,186.57,2019-11-11,,Unk,Active,Production,True,186.57,0.0,False,0.0,valid,True,2.92,37.31,2022-10
1483,2022-08-22,Communication Skills,External,Incomplete,4,168.71,2022-08-21,2023-01-20,Retirement,Active,Production,False,0.0,168.71,True,168.71,valid,True,0.0,42.18,2022-08
1484,2023-07-29,Communication Skills,External,Incomplete,1,473.77,2020-05-05,,Unk,Active,Production,False,0.0,473.77,False,0.0,valid,True,3.23,473.77,2023-07
1485,2023-07-02,Leadership Development,External,Completed,5,654.35,2021-03-05,2023-04-02,Involuntary,Active,Production,True,654.35,0.0,True,654.35,after_exit,False,2.32,130.87,2023-07
1486,2023-05-30,Customer Service,Internal,Incomplete,2,176.63,2019-03-07,,Unk,Active,Production,False,0.0,176.63,False,0.0,valid,True,4.23,88.32,2023-05
1487,2022-08-08,Customer Service,External,Failed,3,385.82,2022-05-08,2023-03-27,Involuntary,Active,Production,False,0.0,385.82,True,385.82,valid,True,0.25,128.61,2022-08
1488,2023-07-23,Technical Skills,Internal,Incomplete,5,428.44,2020-08-21,2022-05-30,Retirement,Future Start,Production,False,0.0,428.44,True,428.44,after_exit,False,2.92,85.69,2023-07
1489,2022-10-01,Leadership Development,External,Completed,5,112.64,2020-12-01,,Unk,Active,Production,True,112.64,0.0,False,0.0,valid,True,1.83,22.53,2022-10
1490,2023-07-23,Communication Skills,External,Incomplete,4,849.95,2019-08-13,,Unk,Active,Production,False,0.0,849.95,False,0.0,valid,True,3.94,212.49,2023-07
1491,2022-08-10,Technical Skills,External,Failed,5,187.65,2020-03-09,,Unk,Active,Production,False,0.0,187.65,False,0.0,valid,True,2.42,37.53,2022-08
1492,2022-12-25,Customer Service,Internal,Failed,1,285.56,2020-05-06,,Unk,Active,Production,False,0.0,285.56,False,0.0,valid,True,2.64,285.56,2022-12
1493,2022-10-09,Communication Skills,Internal,Incomplete,3,793.43,2022-08-03,,Unk,Active,Production,False,0.0,793.43,False,0.0,valid,True,0.18,264.48,2022-10
1494,2023-02-01,Customer Service,External,Passed,5,978.89,2018-10-13,2019-12-04,Retirement,Voluntarily Terminated,Production,True,978.89,0.0,True,978.89,after_exit,False,4.3,195.78,2023-02
1495,2023-02-25,Customer Service,Internal,Completed,4,993.66,2021-07-04,,Unk,Active,Production,True,993.66,0.0,False,0.0,valid,True,1.65,248.42,2023-02
1496,2022-09-07,Customer Service,External,Completed,3,768.55,2019-04-30,2020-05-04,Retirement,Active,Production,True,768.55,0.0,True,768.55,after_exit,False,3.36,256.18,2022-09
1497,2022-08-23,Technical Skills,External,Completed,3,140.78,2020-11-03,,Unk,Active,Production,True,140.78,0.0,False,0.0,valid,True,1.8,46.93,2022-08
1498,2023-08-05,Project Management,Internal,Passed,3,598.07,2022-08-15,2022-08-20,Retirement,Active,Production,True,598.07,0.0,True,598.07,after_exit,False,0.97,199.36,2023-08
1499,2023-01-18,Customer Service,External,Incomplete,5,543.52,2022-02-26,2022-10-16,Resignation,Active,Production,False,0.0,543.52,True,543.52,after_exit,False,0.89,108.7,2023-01
1500,2023-01-12,Technical Skills,Internal,Passed,2,916.73,2019-05-13,,Unk,Active,Production,True,916.73,0.0,False,0.0,valid,True,3.67,458.36,2023-01
1501,2023-07-29,Customer Service,Internal,Completed,2,491.99,2021-10-24,2022-10-03,Retirement,Active,Production,True,491.99,0.0,True,491.99,after_exit,False,1.76,246.0,2023-07
1502,2023-03-08,Technical Skills,Internal,Failed,4,245.0,2021-05-10,2023-04-10,Retirement,Active,Production,False,0.0,245.0,True,245.0,valid,True,1.83,61.25,2023-03
1503,2022-12-09,Communication Skills,External,Failed,3,574.9,2021-06-13,2021-06-20,Retirement,Active,Production,False,0.0,574.9,True,574.9,after_exit,False,1.49,191.63,2022-12
1504,2023-06-20,Technical Skills,Internal,Failed,4,684.08,2019-11-04,2021-07-28,Resignation,Active,Production,False,0.0,684.08,True,684.08,after_exit,False,3.62,171.02,2023-06
1505,2023-05-08,Leadership Development,Internal,Passed,2,204.1,2020-01-29,,Unk,Active,Production,True,204.1,0.0,False,0.0,valid,True,3.27,102.05,2023-05
1506,2022-11-01,Leadership Development,External,Failed,1,789.33,2018-09-05,2020-09-08,Retirement,Active,Production,False,0.0,789.33,True,789.33,after_exit,False,4.16,789.33,2022-11
1507,2022-09-21,Technical Skills,Internal,Completed,3,812.13,2021-07-21,,Unk,Active,Production,True,812.13,0.0,False,0.0,valid,True,1.17,270.71,2022-09
1508,2023-05-12,Customer Service,Internal,Passed,2,675.02,2023-05-20,,Unk,Active,Production,True,675.02,0.0,False,0.0,before_hire,False,-0.02,337.51,2023-05
1509,2023-06-29,Project Management,Internal,Incomplete,4,343.07,2022-05-16,,Unk,Active,Production,False,0.0,343.07,False,0.0,valid,True,1.12,85.77,2023-06
1510,2022-10-13,Technical Skills,External,Incomplete,5,986.78,2021-03-15,,Unk,Active,Production,False,0.0,986.78,False,0.0,valid,True,1.58,197.36,2022-10
1511,2022-08-25,Leadership Development,Internal,Failed,5,511.15,2023-06-26,2023-07-30,Retirement,Future Start,Production,False,0.0,511.15,True,511.15,before_hire,False,-0.84,102.23,2022-08
1512,2023-05-28,Project Management,External,Failed,5,305.09,2019-10-11,2021-04-24,Involuntary,Leave of Absence,Production,False,0.0,305.09,True,305.09,after_exit,False,3.63,61.02,2023-05
1513,2022-11-10,Technical Skills,External,Failed,4,746.57,2019-12-21,,Unk,Active,Production,False,0.0,746.57,False,0.0,valid,True,2.89,186.64,2022-11
1514,2022-12-01,Leadership Development,Internal,Failed,5,434.39,2022-07-15,,Unk,Active,Production,False,0.0,434.39,False,0.0,valid,True,0.38,86.88,2022-12
1515,2023-04-03,Communication Skills,External,Completed,3,765.84,2018-09-26,,Unk,Active,Production,True,765.84,0.0,False,0.0,valid,True,4.52,255.28,2023-04
1516,2022-11-18,Communication Skills,Internal,Failed,3,457.4,2022-10-16,,Unk,Active,Production,False,0.0,457.4,False,0.0,valid,True,0.09,152.47,2022-11
1517,2023-01-12,Customer Service,External,Passed,3,615.84,2021-12-02,2022-04-25,Involuntary,Active,Production,True,615.84,0.0,True,615.84,after_exit,False,1.11,205.28,2023-01
1518,2022-12-08,Customer Service,Internal,Completed,2,803.79,2019-03-07,2023-03-06,Retirement,Voluntarily Terminated,Production,True,803.79,0.0,True,803.79,valid,True,3.76,401.9,2022-12
1519,2022-09-23,Leadership Development,External,Completed,2,586.89,2023-05-02,2023-07-26,Voluntary,Active,Production,True,586.89,0.0,True,586.89,before_hire,False,-0.61,293.44,2022-09
1520,2022-10-11,Communication Skills,External,Failed,5,104.48,2020-08-24,2023-02-26,Involuntary,Active,Production,False,0.0,104.48,True,104.48,valid,True,2.13,20.9,2022-10
1521,2023-06-02,Project Management,Internal,Passed,1,877.41,2020-12-08,2021-09-07,Voluntary,Active,Production,True,877.41,0.0,True,877.41,after_exit,False,2.48,877.41,2023-06
1522,2023-05-17,Technical Skills,External,Incomplete,3,791.99,2021-02-15,,Unk,Active,Production,False,0.0,791.99,False,0.0,valid,True,2.25,264.0,2023-05
1523,2022-12-11,Technical Skills,External,Incomplete,2,660.4,2020-09-15,2023-06-24,Involuntary,Active,Production,False,0.0,660.4,True,660.4,valid,True,2.24,330.2,2022-12
1524,2023-05-01,Communication Skills,Internal,Completed,2,928.81,2023-03-16,,Unk,Active,Production,True,928.81,0.0,False,0.0,valid,True,0.13,464.4,2023-05
1525,2022-12-10,Technical Skills,Internal,Incomplete,4,347.29,2021-11-14,2022-10-07,Involuntary,Active,Production,False,0.0,347.29,True,347.29,after_exit,False,1.07,86.82,2022-12
1526,2023-05-26,Leadership Development,Internal,Completed,3,190.51,2021-04-23,,Unk,Active,Production,True,190.51,0.0,False,0.0,valid,True,2.09,63.5,2023-05
1527,2023-06-03,Customer Service,External,Incomplete,3,206.53,2022-06-05,2022-08-26,Voluntary,Active,Production,False,0.0,206.53,True,206.53,after_exit,False,0.99,68.84,2023-06
1528,2022-12-10,Communication Skills,Internal,Incomplete,1,639.93,2022-11-19,,Unk,Active,Production,False,0.0,639.93,False,0.0,valid,True,0.06,639.93,2022-12
1529,2023-04-14,Communication Skills,External,Incomplete,5,304.06,2023-04-14,,Unk,Active,Production,False,0.0,304.06,False,0.0,valid,True,0.0,60.81,2023-04
1530,2023-06-06,Project Management,External,Passed,4,261.13,2022-12-13,,Unk,Active,Production,True,261.13,0.0,False,0.0,valid,True,0.48,65.28,2023-06
